,loss
341,1.9755137032325116
342,2.9054181519856077
343,2.0323567239283142
344,1.977654432712641
345,1.8758842831566218
346,2.227901249890887
347,1.9642155485333137
348,2.0772940872921386
349,1.9692757917325674
350,1.759052219103329
351,1.8437621206920736
352,2.2712812807848075
353,1.9057203131868405
354,2.315821128775646
355,2.4627057877054974
356,2.2762144216643128
357,2.171440979065496
358,2.3280630873415036
359,2.3490361975343435
360,1.9526923477114089
361,2.1145518275669644
362,1.7178274482357345
363,2.423050944010417
364,2.383806355794271
365,2.228772653526519
366,2.298166674236919
367,1.7299458131951801
368,2.0818467961846463
369,1.9856686799422554
370,1.9656042379025278
371,1.9788772728329613
372,1.7859752792400667
373,2.0154494743842584
374,2.1751991830221034
375,2.0445827673325763
376,2.0443965148925782
377,2.0952408664910367
378,2.0926030185530893
379,2.0047382240570983
380,2.5436457672682193
381,2.638393164670319
382,2.5117524382355927
383,2.0459677084536736
384,inf
385,1.4829479952309508
386,2.179927458916044
387,2.5719347087937385
388,1.9711208318767226
389,1.925398663776677
390,2.5156189097241053
391,2.1131369563994413
392,2.3882835698882916
393,1.9210944082222734
394,2.3241244778774752
395,2.0322120179521277
396,2.1504473211640995
397,2.871271812977356
398,1.907449290665001
399,2.2993437434247843
400,1.9426332190916114
401,2.2572719562308867
402,1.8460298807378603
403,2.214066660302317
404,2.4571195105983787
405,1.6067091439274832
406,2.090779219079823
407,2.0010725649419996
408,1.8364769587767076
409,1.956929900109548
410,2.218674154842601
411,1.8570032718407847
412,2.2079257067191955
413,2.7867951537207736
414,1.6891840444221198
415,1.8389284645102553
416,1.6613740833527453
417,1.7485968991422918
418,2.59391133925494
419,2.0614305739434773
420,2.176547139485677
421,1.8955380789046425
422,2.275752283093496
423,2.217833448840726
424,2.6415451352959436
425,2.044800033112486
426,1.9783304505429027
427,2.122124428691169
428,2.0886296546696936
429,1.797609721144585
430,1.9880216241944084
431,1.8602150263139654
432,2.0180349503568813
433,2.046060365962864
434,2.1797970858487217
435,2.0891374749980196
436,2.1276848789115936
437,2.025903001343463
438,1.9919643740110762
439,2.0324693622011125
440,1.9736767161976208
441,2.0710306952981385
442,2.1214021543411525
443,2.4512635957210436
444,1.8229166666666667
445,2.6911539411013012
446,2.018625797369541
447,2.823194679924555
448,2.1488655768014637
449,2.2383838653564454
450,2.484864577748417
451,1.9955210692343532
452,1.7584593188541322
453,2.448900460820251
454,2.1541891534516946
455,2.05910107421875
456,1.9757011668997906
457,1.5734795843804632
458,1.7636776994724577
459,1.834859901902366
460,2.4369312872746653
461,1.7720556474918694
462,1.9579469702894494
463,1.9747047016638835
464,1.7939857006073
465,1.9986666449981088
466,2.2493705082865594
467,1.603682027432163
468,2.2409552737943437
469,2.039783561539031
470,1.8089502041156476
471,2.042805837980859
472,1.634448880463644
473,1.9962757270877103
474,1.8081994800616408
475,1.7381041114546525
476,1.6930392587632563
477,2.3390787272435714
478,1.6714986165364585
479,1.6276881398718341
480,2.144857967601103
481,1.7577456449851012
482,1.7944791226773649
483,1.7182143682298832
484,1.9364422519811604
485,1.7812024821405825
486,1.9060158651383197
487,1.665598806022171
488,1.9000883658171257
489,2.5942295619419644
490,1.6663193759367705
491,1.5919654410766904
492,1.569729227415273
493,2.321374408891772
494,1.8133327652073505
495,2.1765357775565906
496,2.352095629325838
497,1.6516624434887746
498,1.7800382026336479
499,1.6990017047972665
500,1.5817761727155468
501,2.260422841189302
502,1.6227751303477853
503,1.901163101196289
504,1.8425883935281022
505,2.4410246548587327
506,1.9569791493815478
507,1.7650452480521253
508,1.480487640130422
509,1.8575398004483605
510,1.6239893816519475
511,1.7512837698421673
512,2.3778894976839995
513,2.009271671967103
514,1.894744212156648
515,1.9573785730310387
516,1.6373077149548494
517,1.7121715522920702
518,1.8136026872907365
519,1.7482140926365577
520,2.3506309154421783
521,1.9219794619399888
522,2.339655654235456
523,1.857221663625617
524,1.840885247124566
525,2.1542314000735785
526,2.2194073453862613
527,1.7030488595636317
528,1.5731725771565082
529,1.7826144887273518
530,1.7283697641024025
531,1.6802593258255762
532,1.6019861709668441
533,1.9362032341234612
534,1.9364571669720412
535,1.6685679302793561
536,1.4886587732125327
537,2.1776251690204327
538,1.9851068893535024
539,1.7660248916514598
540,1.9055012670056573
541,1.7017087603927754
542,1.3784589443987572
543,1.5950053051264599
544,1.6720185189876917
545,1.7022973703271553
546,2.2227337811444254
547,1.5920001335863798
548,1.5919005958897292
549,1.5981635031342218
550,2.354084531539889
551,1.7803973573626894
552,1.6572036743164062
553,1.8413894911943856
554,1.622236048453823
555,1.419903047897237
556,1.9787248244891338
557,1.9557049506533462
558,1.7226646582872078
559,1.718296524609908
560,1.7884371460986737
561,1.6895583746001477
562,1.6037080110640956
563,1.9052777662344857
564,1.8963242474724264
565,1.712211675811232
566,1.752914242173174
567,1.845001308650036
568,2.4501106906944594
569,1.907971884987571
570,1.8453587565930363
571,1.5495664773310533
572,1.8046145968967013
573,1.9896688806005272
574,2.023668388181904
575,1.6330023211633375
576,1.857904016349781
577,1.690662694531818
578,1.9624068097370426
579,1.5412950628238142
580,1.9070833481712395
581,1.6885030160849837
582,1.4073555977852852
583,1.6163526295533521
584,1.842773343018334
585,1.6183106186810663
586,1.965866366973914
587,1.5988236979434365
588,1.8242826317538734
589,1.9924137080296853
590,1.8925501291825324
591,1.9166014581663995
592,1.9243705015488337
593,1.475928841892292
594,1.6196172959492894
595,1.6358929553408894
596,1.4416762950808504
597,2.0487444033704314
598,1.4944238018218965
599,1.7643574595300648
600,1.4247283935546875
601,2.5714569388084043
602,1.8818602214698046
603,2.036049780907569
604,1.766787301926386
605,1.5308896919568782
606,1.883516374371955
607,1.625146780586486
608,1.529742915455888
609,1.724395429746418
610,1.746413903733704
611,2.374250353479678
612,1.5298609870691269
613,2.0194204154884945
614,1.4759042452921909
615,1.6161465969133737
616,1.7972563219927817
617,1.585609624278563
618,1.331070108616606
619,1.6684179083025275
620,1.8057252036200628
621,1.9727131633015422
622,1.4605905050401882
623,1.9789376473641611
624,1.6774968704121225
625,1.990667591924253
626,2.0438305915014685
627,1.4496335192938536
628,1.7043000767213412
629,1.5984401059954354
630,1.8627676090724032
631,1.4194418973700946
632,1.6614303930992504
633,1.782025705585043
634,1.7508865907967808
635,1.6551562855078739
636,1.7503000633003787
637,1.291079685110669
638,1.4130173166706774
639,1.852206106746898
640,1.7081876397792946
641,1.6002351560315295
642,1.6436118831344901
643,1.34071923828125
644,1.5831141616358901
645,1.8487851985102846
646,1.5734438109166413
647,1.8594848170424951
648,1.5579293408261883
649,1.7702182188524849
650,1.5362395721227946
651,1.7749771222676316
652,1.5321168328210506
653,1.5962421806153402
654,1.36123835601225
655,2.2450667572021485
656,1.668235577756588
657,1.364465945840895
658,1.7365770148464952
659,1.5378536036757173
660,1.640322711689437
661,1.6766732274958518
662,1.593092161565489
663,1.5682710443885581
664,1.3778369292179564
665,1.7841357361042618
666,1.3483837975396051
667,2.094007979526745
668,1.6749966162327683
669,1.8302897963412972
670,1.4556928311996546
671,2.10879417912877
672,1.9953190143291766
673,2.1766251048593546
674,1.869330732007871
675,1.646471589272374
676,1.65596683208759
677,1.5616203628274534
678,1.6105772014165618
679,1.8523167641819986
680,1.6745558198647577
681,1.4297367138721648
682,1.5873333299016377
683,1.5028522897273935
684,1.578606757726711
685,1.9767339497851872
686,1.6800347954563841
687,1.8646984304180583
688,1.8657503393781445
689,1.4156433965118838
690,2.2946971295827843
691,1.522844988477817
692,1.9352970069863882
693,1.7326084776580404
694,1.807402141547642
695,1.620350958762154
696,1.8020290518706699
697,1.5584522951314377
698,1.742207622944528
699,1.6144383781443028
700,1.7375500947430285
701,1.8734742642007987
702,1.7848747171577026
703,1.7923740275855202
704,1.6150003403269184
705,1.9826734692270305
706,1.6485948007318039
707,1.7623964646283319
708,1.984462043264068
709,2.254533151479868
710,1.7307404934056747
711,1.7775718012642157
712,1.7346017434308194
713,1.918487457730877
714,1.6901137562399267
715,1.5930270058008085
716,1.422192931345288
717,1.7874937868403817
718,1.598550754654744
719,1.4169502717902862
720,1.9604643485915492
721,1.8146332542275063
722,1.6617471553661205
723,1.2398535107809399
724,1.9778194567530516
725,1.4743014916441495
726,1.6233675343315261
727,1.3089030458366002
728,1.4101586101134533
729,1.5864173041449652
730,1.3629604763454861
731,1.7291950312527744
732,1.7937268017118102
733,1.3487066928566942
734,1.3165063376950226
735,1.4421566829708918
736,2.2520080047273696
737,1.6629699840005447
738,1.682948268471791
739,2.1412577037497664
740,1.2685774142149264
741,1.42451897279464
742,1.1234816183775533
743,1.5326674791821064
744,1.6104786304646668
745,1.1623956283720414
746,1.7733716814080536
747,1.5441401782410522
748,1.757230596339449
749,1.6315463260910381
750,1.9664377346523496
751,1.8837315844035096
752,1.332288546995683
753,2.2715294974190847
754,1.6671069090980353
755,1.7436845296223957
756,1.8215597962768348
757,1.5004515069299165
758,1.9815104668649086
759,1.4341020005359497
760,1.4832079120710786
761,1.3601290788856515
762,1.5558704107722756
763,1.7219505210458144
764,1.4930009253231096
765,1.5213087717692058
766,1.7599022515126919
767,1.775402539647268
768,1.9394041733934702
769,1.718380663272827
770,1.8573846087502175
771,1.493788199120078
772,1.5064238458260302
773,1.5449140817282594
774,1.4234845740587412
775,1.6974146878391938
776,1.6776204210646608
777,1.569058155246999
778,1.6829071934647186
779,1.5086213981962775
780,1.700152646337423
781,1.5551661990937733
782,1.8569320616599176
783,1.771203641702743
784,1.6480965998500443
785,1.607803466149287
786,1.8344914471661604
787,1.5446484057934255
788,1.43434814453125
789,1.9693923992698903
790,1.7336756004959695
791,1.2877002497093915
792,1.3734157294984077
793,1.488437867450802
794,1.3075648281639651
795,1.2522395666277188
796,1.8229363195674935
797,1.4855921128216911
798,1.7401388584440023
799,1.7136586729269014
800,1.869775390625
801,1.4631792869402733
802,1.4608968497880923
803,1.2241218395560705
804,1.499875634403552
805,1.5281452108745925
806,1.4140496356000913
807,1.4143767243979883
808,1.3609729036589064
809,1.2743947902329211
810,1.7371622544132457
811,1.6257765681438814
812,1.269398502142435
813,1.6714061275943295
814,1.6069281013595136
815,1.394396138553247
816,1.4186411701182209
817,1.7412059921306917
818,1.652455487589198
819,1.4799122695132696
820,1.2971817392433806
821,1.324607366248022
822,1.6717852136247493
823,1.5127486419677736
824,2.030125332417461
825,1.574531381517332
826,1.4506836690091323
827,1.835163761346593
828,1.772556773894424
829,2.261097465183424
830,2.0099872821440634
831,1.5703711096785105
832,1.4479370946469514
833,1.7654885299723526
834,1.699218340368079
835,1.7330801662740725
836,1.6117537801299615
837,1.425811843618602
838,1.4850305175781249
839,1.6932954243927383
840,1.6923579356116707
841,1.2698088189706362
842,1.3542413422555635
843,1.7569851252202975
844,1.532496487364477
845,1.5764431033859156
846,1.695126644246913
847,1.6080468537791675
848,1.318535489814226
849,1.7218841185052711
850,1.965094772927485
851,1.5375818712957974
852,2.1231443757464175
853,1.658684641844148
854,1.4471157585416186
855,1.8175339809683866
856,1.3833976451748617
857,1.806812582128778
858,1.5005687164115509
859,1.5583021322636628
860,1.3553697745364084
861,1.8869618254390272
862,1.3868270787325774
863,1.1908863449910048
864,1.669432374852649
865,1.4360533568818692
866,1.4588078590848728
867,1.7417944307516007
868,1.6928381858465498
869,1.448138090074897
870,1.4490813523709418
871,1.7576836618436438
872,1.3712200309656843
873,1.2740298800998264
874,1.397805264585288
875,1.5102322184956158
876,1.2188909974549431
877,1.2532557956616268
878,1.632820461107337
879,1.632782271004174
880,1.4938912293733955
881,1.252217937767953
882,1.5402776143637047
883,1.5022177786197302
884,1.628929114489822
885,1.6113771690237362
886,1.4861551084651055
887,1.5720520270498175
888,1.603562079016319
889,1.4853352039783925
890,1.6248877051701294
891,1.8996719321125883
892,1.1744025006975447
893,1.8850768869079415
894,1.6520383223542812
895,1.4443000976981986
896,1.5541106032702896
897,1.4192578969511596
898,1.3293669277564026
899,1.3975291125042417
900,1.4419349342767447
901,1.5211898186923332
902,1.4953056032240197
903,1.7909715482041768
904,1.295652509470609
905,1.5346733554673764
906,1.4623548719618056
907,1.459332464280857
908,1.6647905440051576
909,1.3127416728963106
910,1.7828596908680714
911,1.3932415292105869
912,1.634934213094203
913,1.4443064397895244
914,1.6587058203240024
915,1.3369900256314575
916,1.7546895345052083
917,1.5911934353341128
918,1.464011762186062
919,1.388116037202574
920,1.5729265599944997
921,1.3385056262364203
922,1.6337915056207206
923,1.6944250612842795
924,1.3127449743005613
925,1.7429170798832456
926,1.5348714789337428
927,1.4997494941101668
928,1.3004591505224445
929,1.6505841090951745
930,1.8090707318735775
931,1.5646518979753767
932,1.6270587358318391
933,1.5396708527174383
934,1.704343035177219
935,1.4737140188189994
936,1.1849243652644417
937,1.5809571313076334
938,1.8433856568395843
939,1.6489177665325125
940,1.5879741718242695
941,1.532284330480239
942,1.4946444316576886
943,1.3374391604692506
944,1.245962588693816
945,1.7003901419879721
946,1.7739390967027195
947,1.7087697159957347
948,1.4720115369147042
949,1.334583729579859
950,1.7598892414688667
951,1.2279007388790861
952,1.3700697917396534
953,1.4692003442606796
954,1.4174257548412328
955,1.5958638298285028
956,1.2912872882462194
957,1.4713679498115195
958,1.273664381620143
959,1.7484331130981445
960,1.5837688662515763
961,1.6092787695712731
962,1.366679245386368
963,1.487703497652228
964,1.2253806374289773
965,1.7988819667271205
966,1.3596212794092408
967,1.5194542833934528
968,1.412126748603687
969,1.2940505798235153
970,1.5865163915297564
971,1.7267190341291756
972,inf
973,1.5545928639741495
974,1.7566153218820326
975,1.67636823568873
976,1.6351009584822744
977,1.6604961029180068
978,1.25722255039882
979,2.0071815618589604
980,1.502412086675975
981,1.5688094086257007
982,1.572174156336088
983,1.3732041413941631
984,1.7971585772425454
985,1.2541907274238717
986,1.3925405333313763
987,1.5046320523780763
988,1.510456756349319
989,1.4479279707563315
990,1.3830604317747517
991,1.6837359476646097
992,1.6341270466190563
993,1.8548264417502818
994,1.679507781192201
995,1.5158526501848022
996,1.5863636359678697
997,1.2888282585893984
998,1.3809426015914847
999,1.4153097713694853
